date_bjt,time_bjt,match,team,home_adaptation_multiplier,travel_multiplier,weather_multiplier,cohesion_multiplier,injury_multiplier,opponent_attack_multiplier,tempo_multiplier,weather_high_c,travel_km,analysis_notes,source_urls
2026-06-20,12:00,Turkey vs Paraguay,Turkey,,0.97,1.00,1.00,1.02,1.02,1.02,25,9700,"Santa Clara evening is pleasant. Turkey need a win after losing to Australia; Calhanoglu, Yildiz and Kadioglu are projected to start, and no key injuries are reported.","weather:Santa Clara 2026-06-19 forecast; preview:https://www.rotowire.com/soccer/article/turkey-vs-paraguay-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-d-118661; odds:https://www.covers.com/world-cup/turkey-vs-paraguay-prediction-picks-odds-friday-6-19-2026; report:https://www.sfchronicle.com/sports/article/rising-stars-high-stakes-turkey-vs-paraguay-22311345.php"
2026-06-20,12:00,Turkey vs Paraguay,Paraguay,,0.97,1.00,1.00,1.00,1.04,1.02,25,8600,"Santa Clara evening is pleasant. Paraguay also need a result; Enciso is fit and projected to start, with counter and set-piece threat, while one forward remains on the injury table.","weather:Santa Clara 2026-06-19 forecast; preview:https://www.rotowire.com/soccer/article/turkey-vs-paraguay-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-d-118661; odds:https://www.covers.com/world-cup/turkey-vs-paraguay-prediction-picks-odds-friday-6-19-2026; report:https://www.sfchronicle.com/sports/article/rising-stars-high-stakes-turkey-vs-paraguay-22311345.php"
2026-06-21,01:00,Netherlands vs Sweden,Netherlands,,0.97,0.96,1.00,1.00,1.08,0.94,33,7800,"Houston midday heat and storm risk can slow tempo. Netherlands drew Japan 2-2 and need control, but Sweden's 5-1 opener and direct front line raise counter and set-piece concession risk.","weather:Houston 2026-06-20 forecast; preview:https://www.rotowire.com/soccer/article/netherlands-vs-sweden-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-f-118797; lineup:https://www.espn.com/soccer/story/_/id/49105032/netherlands-vs-sweden-fifa-world-cup-2026-tv-channel-how-watch-kick-live-stream-injury-predicted-line-ups"
2026-06-21,01:00,Netherlands vs Sweden,Sweden,,0.97,0.95,1.00,1.00,1.02,0.94,33,8400,"Houston midday heat and humidity are a negative for both northern teams. Sweden enter on three points, so a draw is valuable, but Isak/Kulusevski direct attacks keep a live scoring route.","weather:Houston 2026-06-20 forecast; preview:https://www.rotowire.com/soccer/article/netherlands-vs-sweden-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-f-118797; lineup:https://www.espn.com/soccer/story/_/id/49105032/netherlands-vs-sweden-fifa-world-cup-2026-tv-channel-how-watch-kick-live-stream-injury-predicted-line-ups"
2026-06-21,04:00,Germany vs Ivory Coast,Germany,,0.98,1.00,1.00,1.00,1.08,1.06,24,6600,"Toronto weather is mild. Germany's 7-1 opener supports high attacking form, but Ivory Coast are stronger than Curaçao and carry transition pace, so do not treat this as a pure shutout mismatch.","weather:Toronto 2026-06-20 forecast; preview:https://www.rotowire.com/soccer/article/germany-vs-ivory-coast-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-e-118798"
2026-06-21,04:00,Germany vs Ivory Coast,Ivory Coast,,0.97,1.00,1.00,1.00,1.06,1.06,24,8200,"Toronto weather is mild. Ivory Coast already beat Ecuador, so a draw is useful, but their pace and physical front line give them a better scoring path than a normal low block underdog.","weather:Toronto 2026-06-20 forecast; preview:https://www.rotowire.com/soccer/article/germany-vs-ivory-coast-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-e-118798"
2026-06-21,08:00,Ecuador vs Curaçao,Ecuador,,0.97,1.00,1.00,1.00,1.02,0.98,29,4200,"Kansas City evening is warm but not extreme. Ecuador lost the opener and need a win, but their first match stayed low scoring; expect pressure without assuming a blowout.","weather:Kansas City 2026-06-20 forecast; preview:https://www.rotowire.com/soccer/article/ecuador-vs-curacao-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-e-118799"
2026-06-21,08:00,Ecuador vs Curaçao,Curaçao,,0.98,1.01,1.00,1.00,1.04,0.98,29,3200,"Kansas City weather is familiar enough for Curaçao. The 7-1 loss to Germany exposed defensive risk, but against Ecuador the route is a compact block plus counters rather than open trading.","weather:Kansas City 2026-06-20 forecast; preview:https://www.rotowire.com/soccer/article/ecuador-vs-curacao-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-e-118799"
2026-06-21,12:00,Tunisia vs Japan,Tunisia,,0.97,1.01,1.00,1.00,1.06,1.04,27,10500,"Guadalupe/Monterrey late kickoff is warm but manageable. Tunisia conceded five to Sweden, so defensive confidence is a concern, while their heat adaptation and need for points keep counter risk alive.","weather:Monterrey 2026-06-20 forecast; preview:https://www.rotowire.com/soccer/article/tunisia-vs-japan-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-f-118802"
2026-06-21,12:00,Tunisia vs Japan,Japan,,0.97,1.00,1.00,1.00,1.06,1.04,27,10600,"Japan drew Netherlands 2-2 and showed transition quality. A point is still useful, but Tunisia's defensive collapse makes Japan's attacking edge more credible than a pure low-event draw profile.","weather:Monterrey 2026-06-20 forecast; preview:https://www.rotowire.com/soccer/article/tunisia-vs-japan-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-f-118802"
2026-06-22,00:00,Spain vs Saudi Arabia,Spain,,0.97,1.00,1.00,0.98,1.00,0.98,25,7200,"Opta still makes Spain a clear favorite, but the Cape Verde match showed a low-block conversion issue and Saudi Arabia can accept a draw after the opening win. Slightly reduce Spain attack/tempo rather than changing the win reference.","opta:https://theanalyst.com/articles/spain-vs-saudi-arabia-prediction-world-cup-2026-match-preview; weather:Atlanta 2026-06-21 forecast"
2026-06-22,00:00,Spain vs Saudi Arabia,Saudi Arabia,,0.96,1.00,1.00,1.00,1.04,0.98,25,12300,"Saudi Arabia are heat-adapted and likely to defend compactly. Their realistic route is set pieces, counters and a low-event draw attempt, not open trading.","opta:https://theanalyst.com/articles/spain-vs-saudi-arabia-prediction-world-cup-2026-match-preview; weather:Atlanta 2026-06-21 forecast"
2026-06-22,03:00,Belgium vs Iran,Belgium,,0.97,1.00,1.00,1.00,1.02,1.02,24,7900,"Belgium remain the better side, but Iran's 2-2 opener with New Zealand means the base gap should not imply a clean shutout. Keep moderate tempo and small opponent-scoring risk.","weather:Seattle 2026-06-21 forecast; fixed-source-search:Opta/preview scan 2026-06-21"
2026-06-22,03:00,Belgium vs Iran,Iran,,0.98,1.00,1.00,0.98,1.04,1.02,24,12100,"Iran have political/preparation drag, but their opener showed set-piece/direct attacking life. Slight injury/preparation discount remains, while opponent scoring risk is raised.","weather:Seattle 2026-06-21 forecast; fixed-source-search:Opta/preview scan 2026-06-21"
2026-06-22,06:00,Uruguay vs Cape Verde,Uruguay,,0.97,0.98,1.00,0.98,1.02,0.99,31,7200,"Opta makes Uruguay clear favorites, but the Saudi Arabia match and Cape Verde's low block argue against a simple blowout. Uruguay still need a win path, so reduce tempo only slightly.","opta:https://theanalyst.com/articles/uruguay-vs-cape-verde-prediction-world-cup-2026-match-preview; weather:Miami Gardens 2026-06-21 forecast"
2026-06-22,06:00,Uruguay vs Cape Verde,Cape Verde,,0.98,1.01,1.00,1.00,1.04,0.99,31,6500,"Cape Verde already showed they can sit deep and frustrate a stronger side. Their scoring route is counter/set piece, so keep underdog-goal risk without turning the match into a pure 0-0 profile.","opta:https://theanalyst.com/articles/uruguay-vs-cape-verde-prediction-world-cup-2026-match-preview; weather:Miami Gardens 2026-06-21 forecast"
2026-06-22,09:00,New Zealand vs Egypt,New Zealand,,0.96,1.00,1.00,1.02,1.06,1.04,23,10500,"New Zealand were underrated in the opener and created enough against Iran to avoid treating them as a zero-goal side. Long travel remains a small negative.","weather:Vancouver 2026-06-21 forecast; fixed-source-search:Opta/preview scan 2026-06-21"
2026-06-22,09:00,New Zealand vs Egypt,Egypt,,0.97,1.00,1.00,1.00,1.02,1.04,23,11000,"Egypt need points after losing to Belgium, so draw acceptance is lower. Keep Egypt favorite but use a more open profile because New Zealand's counter/direct attack is live.","weather:Vancouver 2026-06-21 forecast; fixed-source-search:Opta/preview scan 2026-06-21"
2026-06-24,01:00,Portugal vs Uzbekistan,Portugal,,0.97,0.98,1.00,1.02,1.00,0.94,34,7700,"Houston is hot and humid. Portugal are heavy favorites and Ruben Dias is projected back, but external previews flag a controlled game against Uzbekistan's deep block rather than a rout.","weather:Houston 2026-06-24 forecast; preview:https://www.rotowire.com/soccer/article/portugal-vs-uzbekistan-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-k-119186; betting:https://www.rotowire.com/soccer/article/2026-world-cup-best-bets-today-7-picks-for-tuesday-june-23-119336"
2026-06-24,01:00,Portugal vs Uzbekistan,Uzbekistan,,0.96,0.99,1.00,0.97,1.00,0.94,34,11900,"Houston is hot and humid. Uzbekistan are expected to defend deep in a 3-4-2-1, with Fayzullaev and Shomurodov as counter outlets; Ashurmatov is a game-time decision.","weather:Houston 2026-06-24 forecast; preview:https://www.rotowire.com/soccer/article/portugal-vs-uzbekistan-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-k-119186; injury:https://www.rotowire.com/soccer/headlines/rustamjon-ashurmatov-news-appears-ready-for-portugal-520535"
2026-06-24,04:00,England vs Ghana,England,,0.97,1.00,1.00,1.00,1.02,1.04,28,5200,"Foxborough is mild. England are heavy favorites, Kane is central after a brace, and external betting leans England team over 2.5, but Croatia scored twice against this defense.","weather:Foxborough 2026-06-24 forecast; preview:https://www.rotowire.com/soccer/article/england-vs-ghana-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-l-119187; betting:https://www.rotowire.com/soccer/article/2026-world-cup-best-bets-today-7-picks-for-tuesday-june-23-119336"
2026-06-24,04:00,England vs Ghana,Ghana,,0.97,1.00,1.00,1.02,1.04,1.04,28,8500,"Foxborough is mild. Ghana are compact and Partey is available, but starting goalkeeper Ati-Zigi is unlikely and England's attacking quality creates a high favorite-scoring risk.","weather:Foxborough 2026-06-24 forecast; preview:https://www.rotowire.com/soccer/article/england-vs-ghana-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-l-119187; player_news:https://www.rotowire.com/soccer/headlines/thomas-partey-news-granted-us-visa-available-to-play-520493"
2026-06-24,07:00,Panama vs Croatia,Panama,,0.97,1.00,1.00,0.96,1.06,1.06,24,3800,"Toronto is mild. Panama cannot afford a passive game and carry counter/set-piece threat, but Carrasquilla is out and Croatia should control midfield.","weather:Toronto 2026-06-24 forecast; preview:https://www.rotowire.com/soccer/article/panama-vs-croatia-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-l-119188; betting:https://www.rotowire.com/soccer/article/2026-world-cup-best-bets-today-7-picks-for-tuesday-june-23-119336"
2026-06-24,07:00,Panama vs Croatia,Croatia,,0.97,1.00,1.00,1.00,1.04,1.06,24,7200,"Toronto is mild. Croatia need a win after conceding four to England; Modric/Kovacic control and Petar Musa focal point support Croatia goals, but defensive leak keeps Panama scoring live.","weather:Toronto 2026-06-24 forecast; preview:https://www.rotowire.com/soccer/article/panama-vs-croatia-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-l-119188; betting:https://www.rotowire.com/soccer/article/2026-world-cup-best-bets-today-7-picks-for-tuesday-june-23-119336"
2026-06-24,10:00,Colombia vs DR Congo,Colombia,,0.98,1.01,1.00,1.00,1.04,1.04,29,3600,"Zapopan is warm with thunderstorm risk. Colombia have no injury signal and keep James/Luis Diaz/Luis Suarez, but DR Congo's compact 3-5-2 and counter threat make a clean shutout less likely.","weather:Zapopan 2026-06-24 forecast; preview:https://www.rotowire.com/soccer/article/colombia-vs-dr-congo-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-k-119191; betting:https://www.rotowire.com/soccer/article/2026-world-cup-best-bets-today-7-picks-for-tuesday-june-23-119336"
2026-06-24,10:00,Colombia vs DR Congo,DR Congo,,0.96,0.98,1.00,1.00,1.06,1.04,29,12600,"Zapopan is warm with thunderstorm risk. DR Congo have no injury signal and the Wissa/Bakambu counter route is credible after the Portugal draw, so preserve both-teams-to-score risk.","weather:Zapopan 2026-06-24 forecast; preview:https://www.rotowire.com/soccer/article/colombia-vs-dr-congo-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-k-119191; betting:https://www.rotowire.com/soccer/article/2026-world-cup-best-bets-today-7-picks-for-tuesday-june-23-119336"
2026-06-25,03:00,Switzerland vs Canada,Switzerland,,0.97,1.00,1.00,1.00,1.02,0.96,23,8300,"Vancouver is mild. Both teams are on four points, so a draw is valuable. FourFourTwo/preview consensus frames this as a top-spot match rather than a chase game; Switzerland remain organized but do not need to overextend.","weather:Vancouver 2026-06-24 forecast; preview:https://www.fourfourtwo.com/competition/switzerland-vs-canada-prediction-can-world-cup-co-hosts-seal-top-spot-in-group-b; fixed-source-search:SI/RotoWire/Covers scan 2026-06-24"
2026-06-25,03:00,Switzerland vs Canada,Canada,,0.99,1.00,1.02,1.00,1.04,0.96,23,3600,"Vancouver is close to home conditions and Canada are unbeaten with strong goal difference. Davies/David attacking route is live, but four points make a controlled draw acceptable.","weather:Vancouver 2026-06-24 forecast; preview:https://www.fourfourtwo.com/competition/switzerland-vs-canada-prediction-can-world-cup-co-hosts-seal-top-spot-in-group-b; fixed-source-search:SI/RotoWire/Covers scan 2026-06-24"
2026-06-25,03:00,Bosnia and Herzegovina vs Qatar,Bosnia and Herzegovina,,0.97,1.00,1.00,1.00,1.02,0.98,22,8900,"Seattle is mild. Both sides need a win, but Bosnia's attack has been modest and Qatar's best path is compact defending plus counters. Keep Bosnia edge without forcing a high total.","weather:Seattle 2026-06-24 forecast; preview:https://www.si.com/soccer/bosnia-herzegovina-vs-qatar-world-cup-preview-predictions-lineups-6-24-26; fixed-source-search:betting preview scan 2026-06-24"
2026-06-25,03:00,Bosnia and Herzegovina vs Qatar,Qatar,,0.96,1.00,1.00,0.98,1.04,0.98,22,11800,"Seattle is mild. Qatar have conceded heavily but card-driven collapse should be treated as special; they still need points and have transition route, yet preparation/travel remains a drag.","weather:Seattle 2026-06-24 forecast; preview:https://www.si.com/soccer/bosnia-herzegovina-vs-qatar-world-cup-preview-predictions-lineups-6-24-26; fixed-source-search:betting preview scan 2026-06-24"
2026-06-25,06:00,Scotland vs Brazil,Scotland,,0.96,0.99,1.02,1.00,1.04,0.94,30,7100,"Miami Gardens is hot and humid, negative for Scotland's high-latitude profile. External betting still favors Brazil, but Scotland have shown low-event resistance and only need a point if Morocco-Haiti breaks their way.","weather:Miami Gardens 2026-06-24 forecast; betting:https://www.covers.com/world-cup/brazil-vs-scotland-prediction-picks-odds-wednesday-6-24-2026; fixed-source-search:SI/RotoWire preview scan 2026-06-24"
2026-06-25,06:00,Scotland vs Brazil,Brazil,,0.97,1.01,1.00,1.00,1.02,0.94,30,6500,"Miami Gardens heat is manageable for Brazil. Brazil are clear favorites and should have Neymar available in some role, but Scotland's compact profile makes a controlled Brazil win more likely than a wide-open rout.","weather:Miami Gardens 2026-06-24 forecast; betting:https://www.covers.com/world-cup/brazil-vs-scotland-prediction-picks-odds-wednesday-6-24-2026; fixed-source-search:SI/RotoWire preview scan 2026-06-24"
2026-06-25,06:00,Morocco vs Haiti,Morocco,,0.98,1.00,1.00,1.00,1.06,1.08,29,7000,"Atlanta is warm but not extreme. Morocco are stronger, need to secure qualification, and Haiti have struggled to create; keep a favorite mismatch with moderate high-score tail.","weather:Atlanta 2026-06-24 forecast; fixed-source-search:SI/RotoWire/Covers preview scan 2026-06-24"
2026-06-25,06:00,Morocco vs Haiti,Haiti,,0.98,1.00,1.00,1.00,1.06,1.08,29,2600,"Atlanta is warm and familiar enough, but Haiti are already under heavy pressure and have not shown enough attack. Their route is deep block and counters, not sustained possession.","weather:Atlanta 2026-06-24 forecast; fixed-source-search:SI/RotoWire/Covers preview scan 2026-06-24"
2026-06-25,09:00,Czechia vs Mexico,Czechia,,0.96,0.99,1.00,1.00,1.04,0.96,24,9500,"Mexico City altitude favors Mexico. Czechia need a win, but external previews note Mexico may rotate after six points and betting leans Mexico edge with under/controlled tempo rather than a rout.","weather:Mexico City 2026-06-24 forecast; preview:https://www.si.com/soccer/czechia-vs-mexico-world-cup-preview-predictions-lineups-6-24-26; betting:https://www.covers.com/world-cup/mexico-vs-czechia-prediction-picks-odds-wednesday-6-24-2026"
2026-06-25,09:00,Czechia vs Mexico,Mexico,,1.02,1.01,1.00,1.00,1.02,0.96,24,0,"Mexico City altitude and home adaptation are positive. Mexico have six points, so game management and possible rotation reduce urgency even though they remain favorites.","weather:Mexico City 2026-06-24 forecast; preview:https://www.si.com/soccer/czechia-vs-mexico-world-cup-preview-predictions-lineups-6-24-26; betting:https://www.covers.com/world-cup/mexico-vs-czechia-prediction-picks-odds-wednesday-6-24-2026"
2026-06-25,09:00,South Africa vs South Korea,South Africa,,0.97,1.00,1.00,1.00,1.04,1.02,29,15100,"Guadalupe/Monterrey is warm. South Africa need a win, so they cannot simply sit in. That raises transition and both-teams-to-score risk, but quality gap still favors South Korea.","weather:Monterrey 2026-06-24 forecast; fixed-source-search:SI/RotoWire/Covers preview scan 2026-06-24"
2026-06-25,09:00,South Africa vs South Korea,South Korea,,0.96,1.00,1.00,1.00,1.04,1.02,29,11300,"Guadalupe/Monterrey is warm. South Korea have Son as the main attacking hub and can qualify with a controlled result, but South Africa's must-win state keeps counter exposure alive.","weather:Monterrey 2026-06-24 forecast; fixed-source-search:SI/RotoWire/Covers preview scan 2026-06-24"
2026-06-26,04:00,Ecuador vs Germany,Ecuador,,0.98,1.00,,1.00,,0.97,26,,Ecuador have no major injury signal but must beat a much stronger side; preview sources describe a solid defence but very limited attack.,sportsmole:https://www.sportsmole.co.uk/football/germany/world-cup-2026/preview/ecuador-vs-germany-prediction-team-news-lineups_599880.html; squawka:https://www.squawka.com/us/news/world-cup/match-preview-ecuador-vs-germany-06-25-26-world-cup-2026/
2026-06-26,04:00,Ecuador vs Germany,Germany,,0.98,1.00,,0.97,1.03,0.97,26,,"Germany have already won the group and are expected to rotate; Schlotterbeck is out, but squad depth and Undav form keep the win path strong.",sportsmole:https://www.sportsmole.co.uk/football/germany/world-cup-2026/preview/ecuador-vs-germany-prediction-team-news-lineups_599880.html; bavarian:https://www.bavarianfootballworks.com/fifa-world-cup/220354/world-cup-matchday-preview-ecuador-vs-germany
2026-06-26,04:00,Curaçao vs Ivory Coast,Curaçao,,0.99,1.00,,0.97,,0.96,27,,"Curacao showed a deep-block route in the 0-0 with Ecuador, but Locadia has a knock and they still need an upset win to progress.",sportsmole:https://www.sportsmole.co.uk/football/curacao/world-cup-2026/preview/curacao-vs-ivory-coast-prediction-team-news-lineups_599885.html; data:https://www.sportsmole.co.uk/football/world-cup/curacao-vs-ivory-coast_game_248893.html
2026-06-26,04:00,Curaçao vs Ivory Coast,Ivory Coast,,0.99,1.00,,0.98,1.03,0.99,27,,"Ivory Coast can qualify with a draw and have a strong attacking edge; Singo is likely out while Ndicka has resumed training, creating mild defensive uncertainty.",sportsmole:https://www.sportsmole.co.uk/football/curacao/world-cup-2026/preview/curacao-vs-ivory-coast-prediction-team-news-lineups_599885.html; data:https://www.sportsmole.co.uk/football/world-cup/curacao-vs-ivory-coast_game_248893.html
2026-06-26,07:00,Japan vs Sweden,Japan,,0.97,1.00,,0.95,1.03,1.00,34,,"Japan are in form after beating Tunisia 4-0, but Endo is out, Kubo has a knee issue and Machino has illness, slightly reducing attacking certainty.",sportsmole:https://www.sportsmole.co.uk/football/japan/world-cup-2026/preview/japan-vs-sweden-prediction-team-news-lineups_599879.html; squawka:https://www.squawka.com/us/news/world-cup/match-preview-japan-vs-sweden-06-25-26-world-cup-2026/
2026-06-26,07:00,Japan vs Sweden,Sweden,,0.96,0.96,,1.02,1.04,1.01,34,,Sweden were exposed by Netherlands but still have the Isak-Gyokeres route and a draw is likely enough; Texas heat is a small negative.,sportsmole:https://www.sportsmole.co.uk/football/japan/world-cup-2026/preview/japan-vs-sweden-prediction-team-news-lineups_599879.html; squawka:https://www.squawka.com/us/news/world-cup/match-preview-japan-vs-sweden-06-25-26-world-cup-2026/
2026-06-26,07:00,Tunisia vs Netherlands,Tunisia,,0.98,1.00,,0.92,1.08,0.94,28,,Tunisia are eliminated after two heavy defeats and failed to register attacking threat against Japan; no injury excuse offsets the poor state.,sportsmole:https://www.sportsmole.co.uk/football/tunisia/world-cup-2026/preview/tunisia-vs-netherlands-prediction-team-news-lineups_599913.html; squawka:https://www.squawka.com/us/news/world-cup/match-preview-tunisia-vs-netherlands-06-25-26-world-cup-2026/
2026-06-26,07:00,Tunisia vs Netherlands,Netherlands,,0.97,1.00,,0.98,,1.02,28,,Netherlands are chasing top spot after a 5-1 win over Sweden; Brobbey has a knock but Gakpo/Malen/Summerville give enough attacking depth.,sportsmole:https://www.sportsmole.co.uk/football/tunisia/world-cup-2026/preview/tunisia-vs-netherlands-prediction-team-news-lineups_599913.html; squawka:https://www.squawka.com/us/news/world-cup/match-preview-tunisia-vs-netherlands-06-25-26-world-cup-2026/
2026-06-26,10:00,Turkey vs United States,Turkey,,0.97,1.00,,1.00,,1.02,24,,Turkey are already eliminated but should play freer; Yildiz is available and Guler/Calhanoglu keep a realistic scoring route.,sportsmole:https://www.sportsmole.co.uk/football/turkey/world-cup-2026/preview/turkey-vs-usa-prediction-team-news-lineups_599846.html; squawka:https://www.squawka.com/us/news/world-cup/match-preview-turkey-vs-usa-06-25-26-world-cup-2026/
2026-06-26,10:00,Turkey vs United States,United States,,1.00,1.00,,0.94,1.02,0.96,24,,"USA have already locked first place; Pulisic may be rested and several yellow-card players could also be held back, but home depth remains strong.",sportsmole:https://www.sportsmole.co.uk/football/turkey/world-cup-2026/preview/turkey-vs-usa-prediction-team-news-lineups_599846.html; squawka:https://www.squawka.com/us/news/world-cup/match-preview-turkey-vs-usa-06-25-26-world-cup-2026/
2026-06-26,10:00,Paraguay vs Australia,Paraguay,,0.98,1.00,,0.90,,0.94,26,,"Paraguay must win but Almiron is suspended, sharply reducing final-third quality; Diego Gomez appears fit enough to play.",sportsmole:https://www.sportsmole.co.uk/football/paraguay/world-cup-2026/preview/paraguay-vs-australia-prediction-team-news-lineups_599899.html; rotowire:https://www.rotowire.com/soccer/article/paraguay-vs-australia-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-d-119488
2026-06-26,10:00,Paraguay vs Australia,Australia,,0.97,1.00,,0.97,,0.97,26,,"Australia advance automatically with a win and likely with a draw; Leckie has a muscle issue, but the back three is expected to remain stable.",sportsmole:https://www.sportsmole.co.uk/football/paraguay/world-cup-2026/preview/paraguay-vs-australia-prediction-team-news-lineups_599899.html; rotowire:https://www.rotowire.com/soccer/article/paraguay-vs-australia-preview-predicted-lineups-team-news-tactical-analysis-2026-world-cup-group-d-119488
2026-06-27,03:00,Norway vs France,Norway,,1.00,1.00,1.02,0.98,1.03,1.03,,,"Norway and France both have six points and are playing for top spot. Haaland is expected to start and has carried the scoring load, but Ryerson is doubtful, raising defensive leakage against France.","sportsmole:https://www.sportsmole.co.uk/football/norway/world-cup-2026/preview/norway-vs-france-prediction-team-news-lineups_600014.html; teamnews:https://www.sportsmole.co.uk/football/norway/world-cup-2026/team-news/norway-vs-france-injury-suspension-list-predicted-xis_600015.html"
2026-06-27,03:00,Norway vs France,France,,1.00,1.00,1.03,1.00,,1.03,,,"France only need to avoid defeat for first place but are expected to start Mbappe; no listed injury doubts. Treat as motivated favorite rather than rotation mode.","sportsmole:https://www.sportsmole.co.uk/football/norway/world-cup-2026/preview/norway-vs-france-prediction-team-news-lineups_600014.html; teamnews:https://www.sportsmole.co.uk/football/norway/world-cup-2026/team-news/norway-vs-france-injury-suspension-list-predicted-xis_600015.html"
2026-06-27,03:00,Senegal vs Iraq,Senegal,,1.00,1.00,1.00,0.97,1.04,1.05,,,"Senegal are on the brink of elimination after poor finishing and defensive looseness; they still have Mane/Jackson/Sarr route and must chase a win.","sportsmole:https://www.sportsmole.co.uk/football/senegal/world-cup-2026/preview/senegal-vs-iraq-prediction-team-news-lineups_599956.html; teamnews:https://www.sportsmole.co.uk/football/senegal/world-cup-2026/team-news/senegal-vs-iraq-injury-suspension-lists-predicted-xis_599962.html"
2026-06-27,03:00,Senegal vs Iraq,Iraq,,1.00,1.00,1.00,1.00,1.06,1.04,,,"Iraq sit bottom after conceding seven goals but still need to chase. Compact counter shape remains their route, so keep Senegal edge with both-team-scoring risk.","sportsmole:https://www.sportsmole.co.uk/football/senegal/world-cup-2026/preview/senegal-vs-iraq-prediction-team-news-lineups_599956.html; iraq-shape:https://www.sportsmole.co.uk/football/france/world-cup-2026/preview/france-vs-iraq-prediction-team-news-lineups_599660.html"
2026-06-27,08:00,Cape Verde vs Saudi Arabia,Cape Verde,,1.00,1.00,1.00,0.92,1.06,1.02,,,"Cape Verde can qualify with a win but miss Sidny Lopes through suspension; Telmo Arcanjo and Jovane Cabral are doubtful. Keep their improved tournament state but reduce defensive/attacking certainty.","sportsmole:https://www.sportsmole.co.uk/football/cape-verde/world-cup-2026/preview/cape-verde-vs-saudi-arabia-prediction-team-news-lineups_599983.html; teamnews:https://www.sportsmole.co.uk/football/cape-verde/world-cup-2026/team-news/cape-verde-vs-saudi-arabia-injury-suspension-list-predicted-xis_599984.html"
2026-06-27,08:00,Cape Verde vs Saudi Arabia,Saudi Arabia,,1.00,1.00,1.00,1.00,1.02,1.04,,,"Saudi Arabia must win to keep qualification alive and have no fresh fitness concerns. This adds chase tempo but not enough to erase Cape Verde's stronger form.","sportsmole:https://www.sportsmole.co.uk/football/cape-verde/world-cup-2026/preview/cape-verde-vs-saudi-arabia-prediction-team-news-lineups_599983.html; teamnews:https://www.sportsmole.co.uk/football/cape-verde/world-cup-2026/team-news/cape-verde-vs-saudi-arabia-injury-suspension-list-predicted-xis_599984.html"
2026-06-27,08:00,Uruguay vs Spain,Uruguay,,1.00,1.00,1.00,0.92,1.06,0.99,,,"Uruguay need a result but remain short of invention; Araujo and De Arrascaeta are ruled out. Nunez may start to improve the goal route, but the injury hit lowers baseline strength.","sportsmole:https://www.sportsmole.co.uk/football/spain/world-cup-2026/preview/uruguay-vs-spain-prediction-team-news-lineups_599989.html; lineup:https://www.sportsmole.co.uk/football/spain/world-cup-2026/predicted-lineups/double-injury-blow-for-uruguay-how-bielsas-side-could-line-up-vs-spain_599996.html"
2026-06-27,08:00,Uruguay vs Spain,Spain,,1.00,1.00,1.03,1.02,,1.00,,,"Spain are not yet through and should go strong; Yamal is expected to start again and Nico Williams may enter the XI. Draw is useful but lineup signal supports Spain win path.","sportsmole:https://www.sportsmole.co.uk/football/spain/world-cup-2026/preview/uruguay-vs-spain-prediction-team-news-lineups_599989.html; lineup:https://www.sportsmole.co.uk/football/spain/world-cup-2026/predicted-lineups/williams-yamal-decisions-how-spain-could-line-up-vs-uruguay_599995.html"
2026-06-27,11:00,Egypt vs Iran,Egypt,,1.00,1.00,1.02,0.96,1.03,0.98,,,"Egypt can advance with a draw but are chasing group top. Salah has one goal and two assists; Abdelmaguid is out and Hamdy Fathy doubtful, so Egypt attack is stable but defense has mild risk.","sportsmole:https://www.sportsmole.co.uk/football/egypt/world-cup-2026/preview/egypt-vs-iran-prediction-team-news-lineups_599975.html; teamnews:https://www.sportsmole.co.uk/football/egypt/world-cup-2026/team-news/egypt-vs-iran-injury-suspension-list-predicted-xis_600004.html"
